Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
75,4.0,0.0,0.0,689.0,15.0,26.0,3277.0,0.0,220.00100000019998,0.0,0.0,454.9784812927246,,,,,,,,,,,,,,,,,,,,,90.97915190398797,64.8371636177359,198.3297176819829,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,5.0,0.0,0.0,49.0,1.0,49.0,3326.0,0.0,440.0020000001999,0.0,0.0,517.87477684021,,,,,,,,,,,,,,,,,,,,,175.9558434592378,113.6049473377878,357.35720879310446,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,5.0,0.0,0.0,99.0,2.0,50.0,3376.0,0.0,535.0040000002,0.0,0.0,521.4975216388702,,,,,,,,,,,,,,,,,,,,,201.64335420613898,150.61102484971926,438.56800292639434,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,5.0,0.0,0.0,130.0,3.0,31.0,3407.0,0.0,260.00299999999993,0.0,0.0,523.8183934688568,,,,,,,,,,,,,,,,,,,,,104.83066996623937,74.90852139257211,229.803527586329,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,5.0,0.0,0.0,190.0,4.0,60.0,3467.0,0.0,540.0020000001,0.0,0.0,528.0973119735718,,,,,,,,,,,,,,,,,,,,,210.1032770965553,130.56265304193394,418.12124620420883,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5.0,0.0,0.0,255.0,5.0,65.0,3532.0,0.0,495.00600000009985,0.0,0.0,532.7664244174957,,,,,,,,,,,,,,,,,,,,,210.83786574590204,92.72713415012568,361.57715885380145,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,5.0,0.0,0.0,292.0,6.0,37.0,3569.0,0.0,300.00100000009996,0.0,0.0,535.5648095607758,,,,,,,,,,,,,,,,,,,,,119.5884701467176,79.0936520679146,258.33663236950946,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,5.0,0.0,0.0,314.0,7.0,22.0,3591.0,0.0,135.0050000001,0.0,0.0,537.3950216770172,,,,,,,,,,,,,,,,,,,,,43.93136949847014,42.98997931881237,126.60616031357226,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,5.0,0.0,0.0,351.0,8.0,37.0,3628.0,0.0,280.00599999999986,0.0,0.0,540.4329464435577,,,,,,,,,,,,,,,,,,,,,105.00072747629922,79.9926349148858,243.5916473068376,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,5.0,0.0,0.0,399.0,9.0,48.0,3676.0,0.0,395.0020000001999,0.0,0.0,543.9414768218994,,,,,,,,,,,,,,,,,,,,,160.12223699628487,99.3379937241322,321.35689519392247,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,5.0,0.0,0.0,461.0,10.0,62.0,3738.0,0.0,550.0040000001,0.0,0.0,548.7266519069672,,,,,,,,,,,,,,,,,,,,,215.71357365235514,124.10074635299925,420.46624680367654,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,5.0,0.0,0.0,529.0,11.0,68.0,3806.0,0.0,505.01000000009975,0.0,0.0,553.5148074626923,,,,,,,,,,,,,,,,,,,,,171.38202938795675,121.91598416711666,392.39416163261546,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,5.0,0.0,0.0,562.0,12.0,33.0,3839.0,0.0,250.0020000001,0.0,0.0,556.0292942523956,,,,,,,,,,,,,,,,,,,,,101.87877298669407,67.06138875097658,218.56768173180902,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,5.0,0.0,0.0,621.0,13.0,59.0,3898.0,0.0,680.0040000002,0.0,0.0,560.255895614624,,,,,,,,,,,,,,,,,,,,,314.11201286403815,141.65231777275034,499.6746590004215,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5.0,0.0,0.0,666.0,14.0,45.0,3943.0,0.0,405.00200000009994,0.0,0.0,563.5354766845703,,,,,,,,,,,,,,,,,,,,,164.52867056632752,105.80337606541184,334.30716994469947,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,5.0,0.0,0.0,697.0,15.0,31.0,3974.0,0.0,230.0030000001,0.0,0.0,565.9068601131439,,,,,,,,,,,,,,,,,,,,,84.88345422162462,67.7860263346222,205.74659514282453,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,6.0,0.0,0.0,19.0,1.0,19.0,3993.0,0.0,130.0030000001,0.0,0.0,613.4532418251038,,,,,,,,,,,,,,,,,,,,,46.95680258312586,41.588971689074185,122.30425000940006,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,6.0,0.0,0.0,58.0,2.0,39.0,4032.0,0.0,400.00100000009996,0.0,0.0,616.321058511734,,,,,,,,,,,,,,,,,,,,,184.55449637514673,93.83465294713443,331.3381276906997,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,6.0,0.0,0.0,78.0,3.0,20.0,4052.0,0.0,180.0030000001,0.0,0.0,618.0669560432434,,,,,,,,,,,,,,,,,,,,,81.74464612599108,52.81455074108258,165.30714219687044,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,6.0,0.0,0.0,99.0,4.0,21.0,4073.0,0.0,205.0020000001,0.0,0.0,619.7013087272644,,,,,,,,,,,,,,,,,,,,,97.90821856019656,56.914904732254435,186.3043172752108,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,6.0,0.0,0.0,124.0,5.0,25.0,4098.0,0.0,245.0010000001,0.0,0.0,621.6129529476166,,,,,,,,,,,,,,,,,,,,,120.2318495619789,59.80333079737495,217.11417940364166,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,6.0,0.0,0.0,151.0,6.0,27.0,4125.0,0.0,220.0020000001,0.0,0.0,624.062700510025,,,,,,,,,,,,,,,,,,,,,88.05579979896748,65.19638185275058,198.20902429735222,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,6.0,0.0,0.0,173.0,7.0,22.0,4147.0,0.0,160.00200000019998,0.0,0.0,625.7514116764069,,,,,,,,,,,,,,,,,,,,,59.60838710415938,50.144254043038586,148.37187357301508,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,6.0,0.0,0.0,201.0,8.0,28.0,4175.0,0.0,255.0030000001,0.0,0.0,627.8703095912933,,,,,,,,,,,,,,,,,,,,,113.00058954945312,69.39538938149873,225.61902517803333,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,6.0,0.0,0.0,223.0,9.0,22.0,4197.0,0.0,200.0030000001,0.0,0.0,629.6600377559662,,,,,,,,,,,,,,,,,,,,,90.47566015281255,57.442623976778606,181.9175300671527,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,6.0,0.0,0.0,263.0,10.0,40.0,4237.0,0.0,400.00200000009994,0.0,0.0,632.6903097629547,,,,,,,,,,,,,,,,,,,,,179.9414446431471,97.03107850155465,331.33881024529404,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,6.0,0.0,0.0,290.0,11.0,27.0,4264.0,0.0,195.0030000001,0.0,0.0,634.81449842453,,,,,,,,,,,,,,,,,,,,,71.52345760352101,58.81807408086569,177.4663297445952,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,6.0,0.0,0.0,365.0,12.0,75.0,4339.0,0.0,640.002,0.0,0.0,640.150735616684,,,,,,,,,,,,,,,,,,,,,243.98141551793742,125.9206629063097,461.63226097125937,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,6.0,0.0,0.0,415.0,13.0,50.0,4389.0,0.0,415.01000000009975,0.0,0.0,643.8302662372589,,,,,,,,,,,,,,,,,,,,,162.56172313543115,102.9165002210138,337.1001398306913,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,6.0,0.0,0.0,431.0,14.0,16.0,4405.0,0.0,105.00200000020001,0.0,0.0,645.2185781002045,,,,,,,,,,,,,,,,,,,,,37.198767106745734,34.49906850896711,100.05070430618247,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,6.0,0.0,0.0,540.0,15.0,109.0,4514.0,0.0,905.0230000001995,0.0,0.0,652.9286091327667,,,,,,,,,,,,,,,,,,,,,306.3995607495262,162.29284561356636,576.8156351345621,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,7.0,0.0,0.0,40.0,1.0,40.0,4554.0,0.0,355.00200000009994,0.0,0.0,712.7312622070312,,,,,,,,,,,,,,,,,,,,,155.42897166422864,81.8198823849766,295.7882942771802,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,7.0,0.0,0.0,77.0,2.0,37.0,4591.0,0.0,250.0020000001,0.0,0.0,715.782322883606,,,,,,,,,,,,,,,,,,,,,96.65994127493529,62.53615354845118,216.40184012967055,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,7.0,0.0,0.0,107.0,3.0,30.0,4621.0,0.0,245.00700000000003,0.0,0.0,718.0316593647003,,,,,,,,,,,,,,,,,,,,,97.94990295857835,71.56951140268053,217.80002940649132,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,7.0,0.0,0.0,146.0,4.0,39.0,4660.0,0.0,350.0049999999999,0.0,0.0,721.0017945766449,,,,,,,,,,,,,,,,,,,,,146.43627764283312,91.59316478247906,295.8533855750455,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,7.0,0.0,0.0,215.0,5.0,69.0,4729.0,0.0,580.0020000001,0.0,0.0,725.8576612472534,,,,,,,,,,,,,,,,,,,,,215.86955287906522,131.46755734557593,435.4060692056009,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,7.0,0.0,0.0,249.0,6.0,34.0,4763.0,0.0,335.00200000009994,0.0,0.0,728.5354449748993,,,,,,,,,,,,,,,,,,,,,152.6374036336931,84.5614495193069,285.96493208549924,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,7.0,0.0,0.0,282.0,7.0,33.0,4796.0,0.0,245.0020000001,0.0,0.0,731.0876321792603,,,,,,,,,,,,,,,,,,,,,99.0408831493352,64.35727937682456,214.46313996042358,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,7.0,0.0,0.0,308.0,8.0,26.0,4822.0,0.0,250.0020000001,0.0,0.0,733.0660362243652,,,,,,,,,,,,,,,,,,,,,116.19683099215821,66.42716659936006,222.01093327488763,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,7.0,0.0,0.0,333.0,9.0,25.0,4847.0,0.0,230.0030000001,0.0,0.0,735.0274884700775,,,,,,,,,,,,,,,,,,,,,103.39902587415207,64.29351807641127,206.2153975066282,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,7.0,0.0,0.0,364.0,10.0,31.0,4878.0,0.0,220.0010000001,0.0,0.0,737.4711058139801,,,,,,,,,,,,,,,,,,,,,87.29007224361469,57.027735089800814,194.889977378363,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,7.0,0.0,0.0,388.0,11.0,24.0,4902.0,0.0,195.0020000001,0.0,0.0,739.3342702388763,,,,,,,,,,,,,,,,,,,,,78.75004767693584,58.832858186293194,177.88079652286393,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7.0,0.0,0.0,424.0,12.0,36.0,4938.0,0.0,270.00599999999986,0.0,0.0,741.9756965637207,,,,,,,,,,,,,,,,,,,,,97.40021971776015,79.70037809792755,237.31507161778407,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,7.0,0.0,0.0,447.0,13.0,23.0,4961.0,0.0,150.00600000000003,0.0,0.0,744.0170431137085,,,,,,,,,,,,,,,,,,,,,50.569145858559445,47.851488980673345,139.77282469952655,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,7.0,0.0,0.0,494.0,14.0,47.0,5008.0,0.0,430.0040000000999,0.0,0.0,747.370393037796,,,,,,,,,,,,,,,,,,,,,177.13766076562027,107.69195687822337,350.25181761642267,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,7.0,0.0,0.0,553.0,15.0,59.0,5067.0,0.0,610.0010000001,0.0,0.0,751.5630991458893,,,,,,,,,,,,,,,,,,,,,248.762390619415,149.72300816881207,467.9102924592372,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,8.0,0.0,0.0,45.0,1.0,45.0,5112.0,0.0,365.0049999999999,0.0,0.0,808.6467666625977,,,,,,,,,,,,,,,,,,,,,152.831775911951,87.0389714104225,299.22293014103224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,8.0,0.0,0.0,70.0,2.0,25.0,5137.0,0.0,210.00100000019998,0.0,0.0,810.6516890525818,,,,,,,,,,,,,,,,,,,,,86.68512927286817,62.39076620912732,190.23203806260895,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,8.0,0.0,0.0,103.0,3.0,33.0,5170.0,0.0,290.00200000009994,0.0,0.0,813.238668680191,,,,,,,,,,,,,,,,,,,,,120.41901427066547,81.12937141849095,252.79164170785893,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,8.0,0.0,0.0,123.0,4.0,20.0,5190.0,0.0,210.0010000001,0.0,0.0,815.205230474472,,,,,,,,,,,,,,,,,,,,,106.30126015685809,55.26411157941719,190.64722017043266,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,8.0,0.0,0.0,164.0,5.0,41.0,5231.0,0.0,385.0049999999999,0.0,0.0,818.2866997718811,,,,,,,,,,,,,,,,,,,,,164.03130593882008,99.28752578981897,320.96178238897346,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,8.0,0.0,0.0,235.0,6.0,71.0,5302.0,0.0,570.0030000001,0.0,0.0,823.4071657657623,,,,,,,,,,,,,,,,,,,,,209.34859046600494,127.38647865247778,425.6217179487237,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,8.0,0.0,0.0,277.0,7.0,42.0,5344.0,0.0,365.0039999999999,0.0,0.0,826.6498293876648,,,,,,,,,,,,,,,,,,,,,145.41064503061747,99.20043889319875,307.0015445324653,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,8.0,0.0,0.0,354.0,8.0,77.0,5421.0,0.0,635.0030000002,0.0,0.0,832.1818931102753,,,,,,,,,,,,,,,,,,,,,240.36236320357827,139.76182349034002,454.46866700347914,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,8.0,0.0,0.0,419.0,9.0,65.0,5486.0,0.0,505.00200000009994,0.0,0.0,836.9380688667297,,,,,,,,,,,,,,,,,,,,,185.29862279261127,113.57765295081909,388.4423183685887,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,8.0,0.0,0.0,435.0,10.0,16.0,5502.0,0.0,145.0030000001,0.0,0.0,838.5049521923065,,,,,,,,,,,,,,,,,,,,,66.45131055564418,45.52016075323526,135.72807102141098,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,8.0,0.0,0.0,544.0,11.0,109.0,5611.0,0.0,990.0169999999996,0.0,0.0,846.1547276973724,,,,,,,,,,,,,,,,,,,,,393.2441708448393,102.27395099246475,567.0513674536616,50.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,8.0,0.0,0.0,570.0,12.0,26.0,5637.0,0.0,245.00200000019998,0.0,0.0,848.1531150341034,,,,,,,,,,,,,,,,,,,,,110.8403766076339,68.13492000165573,218.36717382041928,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,8.0,0.0,0.0,626.0,13.0,56.0,5693.0,0.0,465.00200000009994,0.0,0.0,852.2461779117584,,,,,,,,,,,,,,,,,,,,,204.16500680258235,97.01879946067997,354.21171332389264,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,8.0,0.0,0.0,663.0,14.0,37.0,5730.0,0.0,325.00200000009994,0.0,0.0,854.9603943824768,,,,,,,,,,,,,,,,,,,,,133.01247464278254,89.29205693808073,278.57311553764686,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,8.0,0.0,0.0,688.0,15.0,25.0,5755.0,0.0,210.0020000001,0.0,0.0,856.8442265987396,,,,,,,,,,,,,,,,,,,,,86.6859865602192,62.39075760939234,190.23283167681325,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,9.0,0.0,0.0,19.0,1.0,19.0,5774.0,0.0,145.0020000001,0.0,0.0,900.7697093486786,,,,,,,,,,,,,,,,,,,,,57.07802957639549,45.610494864833576,135.5122973541261,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,9.0,0.0,0.0,55.0,2.0,36.0,5810.0,0.0,295.0030000001999,0.0,0.0,903.5883708000183,,,,,,,,,,,,,,,,,,,,,114.10294966858108,84.99492936761781,256.4908465853644,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,9.0,0.0,0.0,84.0,3.0,29.0,5839.0,0.0,215.0040000001,0.0,0.0,905.924745798111,,,,,,,,,,,,,,,,,,,,,78.84511576450808,65.28621832722415,194.0797135640329,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,9.0,0.0,0.0,127.0,4.0,43.0,5882.0,0.0,370.0030000000999,0.0,0.0,909.3405244350433,,,,,,,,,,,,,,,,,,,,,145.79884045730716,100.61596920182161,310.41363495298776,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,9.0,0.0,0.0,156.0,5.0,29.0,5911.0,0.0,240.00200000019998,0.0,0.0,911.616112947464,,,,,,,,,,,,,,,,,,,,,96.07279627716132,70.79325395732738,214.2837263432557,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,9.0,0.0,0.0,179.0,6.0,23.0,5934.0,0.0,230.0020000001,0.0,0.0,913.4228477478027,,,,,,,,,,,,,,,,,,,,,110.06691863200248,62.79439606450497,206.7541502169084,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,9.0,0.0,0.0,205.0,7.0,26.0,5960.0,0.0,275.00100000009996,0.0,0.0,915.5708837509155,,,,,,,,,,,,,,,,,,,,,136.00972062976876,68.9154496127237,242.05906326905057,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,9.0,0.0,0.0,254.0,8.0,49.0,6009.0,0.0,430.00200000009994,0.0,0.0,919.1526203155518,,,,,,,,,,,,,,,,,,,,,189.476878569056,93.67579911207588,340.5639691931944,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,9.0,0.0,0.0,294.0,9.0,40.0,6049.0,0.0,230.01000000010004,0.0,0.0,922.1520628929138,,,,,,,,,,,,,,,,,,,,,83.34790295978169,55.587951141584156,198.65741294564373,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,9.0,0.0,0.0,320.0,10.0,26.0,6075.0,0.0,200.0030000001,0.0,0.0,924.1852679252625,,,,,,,,,,,,,,,,,,,,,76.50806394561643,60.92324071581691,181.93020542852489,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,9.0,0.0,0.0,341.0,11.0,21.0,6096.0,0.0,155.00200000019998,0.0,0.0,926.093070268631,,,,,,,,,,,,,,,,,,,,,58.50665411114295,48.95276935857246,144.15717438066665,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,9.0,0.0,0.0,408.0,12.0,67.0,6163.0,0.0,480.0110000000997,0.0,0.0,930.8479280471802,,,,,,,,,,,,,,,,,,,,,178.22653827553566,111.23001294259922,364.2416357126171,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,9.0,0.0,0.0,439.0,13.0,31.0,6194.0,0.0,220.0030000001,0.0,0.0,933.2393915653229,,,,,,,,,,,,,,,,,,,,,84.12298196945207,61.28576844694384,195.8837127167372,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,9.0,0.0,0.0,502.0,14.0,63.0,6257.0,0.0,575.0030000001,0.0,0.0,937.8042228221893,,,,,,,,,,,,,,,,,,,,,223.0671290661555,138.19731334144217,438.8593017054766,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,9.0,0.0,0.0,521.0,15.0,19.0,6276.0,0.0,130.0030000001,0.0,0.0,939.336409330368,,,,,,,,,,,,,,,,,,,,,46.95680258312586,41.588971689074185,122.30425000940006,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,10.0,0.0,0.0,46.0,1.0,46.0,6322.0,0.0,365.0030000000999,0.0,0.0,984.3268437385559,,,,,,,,,,,,,,,,,,,,,134.8751179640185,99.5944384994944,306.02065225924383,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,10.0,0.0,0.0,125.0,2.0,79.0,6401.0,0.0,770.0050000000999,0.0,0.0,989.9025542736053,,,,,,,,,,,,,,,,,,,,,309.72769460418414,157.03708791998466,530.6263851139337,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,10.0,0.0,0.0,170.0,3.0,45.0,6446.0,0.0,350.00200000009994,0.0,0.0,993.4475820064545,,,,,,,,,,,,,,,,,,,,,137.564419711505,87.03904018489384,291.00809205042685,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,10.0,0.0,0.0,195.0,4.0,25.0,6471.0,0.0,250.00100000019998,0.0,0.0,995.4111015796661,,,,,,,,,,,,,,,,,,,,,118.74976190778449,67.05292186368995,222.53894901338765,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,10.0,0.0,0.0,213.0,5.0,18.0,6489.0,0.0,165.00200000019998,0.0,0.0,996.8744144439697,,,,,,,,,,,,,,,,,,,,,75.58350755169432,50.111744675211874,152.926230950399,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,10.0,0.0,0.0,236.0,6.0,23.0,6512.0,0.0,225.0020000001,0.0,0.0,998.7025327682495,,,,,,,,,,,,,,,,,,,,,106.65264022730524,61.33449135076881,202.49686136143404,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,10.0,0.0,0.0,322.0,7.0,86.0,6598.0,0.0,760.0020000001,0.0,0.0,1004.7969331741333,,,,,,,,,,,,,,,,,,,,,289.9275540812399,152.56938108310564,515.8225287780134,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,10.0,0.0,0.0,349.0,8.0,27.0,6625.0,0.0,265.00200000009994,0.0,0.0,1006.8269917964935,,,,,,,,,,,,,,,,,,,,,123.77610966443099,70.01349231333488,233.9216670613167,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,10.0,0.0,0.0,404.0,9.0,55.0,6680.0,0.0,605.0010000002001,0.0,0.0,1010.8001844882965,,,,,,,,,,,,,,,,,,,,,277.8282547422981,136.29697091700166,456.7630907999352,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,10.0,0.0,0.0,450.0,10.0,46.0,6726.0,0.0,355.00100000009996,0.0,0.0,1014.4757370948792,,,,,,,,,,,,,,,,,,,,,154.1120689725609,69.91127216951674,286.979240679517,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,10.0,0.0,0.0,525.0,11.0,75.0,6801.0,0.0,795.0049999999999,0.0,0.0,1019.9557223320007,,,,,,,,,,,,,,,,,,,,,339.3745322122466,180.59374281950588,545.9334351927423,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,10.0,0.0,0.0,554.0,12.0,29.0,6830.0,0.0,245.0020000001,0.0,0.0,1022.3296608924866,,,,,,,,,,,,,,,,,,,,,100.03762246615544,71.1468030348826,218.17281766153013,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,10.0,0.0,0.0,613.0,13.0,59.0,6889.0,0.0,445.00200000009994,0.0,0.0,1026.5189270973206,,,,,,,,,,,,,,,,,,,,,165.39084680987085,103.04761982195654,350.9307074568446,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,10.0,0.0,0.0,745.0,14.0,132.0,7021.0,0.0,1290.0120000001998,0.0,0.0,1035.6408333778381,,,,,,,,,,,,,,,,,,,,,429.46814798859884,217.55965835388142,730.4182269244942,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,10.0,0.0,0.0,795.0,15.0,50.0,7071.0,0.0,450.0090000001,0.0,0.0,1039.2615933418274,,,,,,,,,,,,,,,,,,,,,181.1739484130534,115.64441693818269,363.05255130663954,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,11.0,0.0,0.0,56.0,1.0,56.0,7127.0,0.0,385.01000000009975,0.0,0.0,1117.667998790741,,,,,,,,,,,,,,,,,,,,,143.7485064296631,86.3490994727079,307.58670343382676,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
