Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
167,11.0,0.0,0.0,105.0,2.0,49.0,7176.0,0.0,445.00200000009994,0.0,0.0,1121.2540791034698,,,,,,,,,,,,,,,,,,,,,179.73317892339247,113.5148259176502,360.53812356327023,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,11.0,0.0,0.0,149.0,3.0,44.0,7220.0,0.0,325.00200000009994,0.0,0.0,1124.4411087036133,,,,,,,,,,,,,,,,,,,,,123.96774115665839,80.57165999573692,273.1880746375456,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,11.0,0.0,0.0,217.0,4.0,68.0,7288.0,0.0,580.0010000001,0.0,0.0,1129.2515919208527,,,,,,,,,,,,,,,,,,,,,241.88063508828407,108.34624260355487,419.719361757643,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,11.0,0.0,0.0,271.0,5.0,54.0,7342.0,0.0,350.0130000000999,0.0,0.0,1133.403503894806,,,,,,,,,,,,,,,,,,,,,124.58952410382099,87.23091391666577,285.59056261013797,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,11.0,0.0,0.0,318.0,6.0,47.0,7389.0,0.0,405.00200000009994,0.0,0.0,1137.0550518035889,,,,,,,,,,,,,,,,,,,,,182.43511449579125,87.4568254886657,322.4823193808869,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,11.0,0.0,0.0,333.0,7.0,15.0,7404.0,0.0,105.00200000010001,0.0,0.0,1138.480614900589,,,,,,,,,,,,,,,,,,,,,39.67868491376309,34.221799571405526,100.05070430609646,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,11.0,0.0,0.0,390.0,8.0,57.0,7461.0,0.0,1020.0100000000998,0.0,0.0,1142.5703618526459,,,,,,,,,,,,,,,,,,,,,413.9846217423446,300.8931027870583,792.1072321883235,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,11.0,0.0,0.0,407.0,9.0,17.0,7478.0,0.0,125.00200000010001,0.0,0.0,1144.0392904281616,,,,,,,,,,,,,,,,,,,,,48.36412742705218,40.01828207333488,117.95969529040516,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11.0,0.0,0.0,441.0,10.0,34.0,7512.0,0.0,200.01000000000005,0.0,0.0,1146.7804327011108,,,,,,,,,,,,,,,,,,,,,71.78660744100452,50.661264941905934,177.37631663642267,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,11.0,0.0,0.0,513.0,11.0,72.0,7584.0,0.0,555.0170000000996,0.0,0.0,1152.4361836910248,,,,,,,,,,,,,,,,,,,,,215.72663473404222,99.10478511110955,403.73113433493893,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,11.0,0.0,0.0,537.0,12.0,24.0,7608.0,0.0,240.00100000019998,0.0,0.0,1154.304599761963,,,,,,,,,,,,,,,,,,,,,114.42521244505103,64.92987288480155,214.68580708422994,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,11.0,0.0,0.0,591.0,13.0,54.0,7662.0,0.0,515.0030000002,0.0,0.0,1158.2644708156586,,,,,,,,,,,,,,,,,,,,,212.80699344994215,122.98394154321605,404.1285086234658,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,11.0,0.0,0.0,631.0,14.0,40.0,7702.0,0.0,370.00100000009996,0.0,0.0,1161.2401592731476,,,,,,,,,,,,,,,,,,,,,156.47347933916177,96.34086056157196,310.5167760246821,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,11.0,0.0,0.0,654.0,15.0,23.0,7725.0,0.0,225.0020000001,0.0,0.0,1163.0236558914185,,,,,,,,,,,,,,,,,,,,,106.65264022730524,61.33449135076881,202.49686136143404,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,12.0,0.0,0.0,61.0,1.0,61.0,7786.0,0.0,610.0080000000999,0.0,0.0,1225.8289632797241,,,,,,,,,,,,,,,,,,,,,258.2824654325607,136.3320731846148,457.0259556426646,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,12.0,0.0,0.0,133.0,2.0,72.0,7858.0,0.0,490.0200000000997,0.0,0.0,1230.8770728111267,,,,,,,,,,,,,,,,,,,,,172.15460100344046,107.21535880303261,369.76635078547747,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,12.0,0.0,0.0,158.0,3.0,25.0,7883.0,0.0,245.0020000001,0.0,0.0,1232.9137942790985,,,,,,,,,,,,,,,,,,,,,115.27399167184728,65.70374046110116,218.3671738203415,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,12.0,0.0,0.0,182.0,4.0,24.0,7907.0,0.0,185.0030000001,0.0,0.0,1234.7751731872559,,,,,,,,,,,,,,,,,,,,,71.33920776230464,57.055369614613724,169.57736377489576,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,12.0,0.0,0.0,210.0,5.0,28.0,7935.0,0.0,235.0020000001,0.0,0.0,1236.9757554531097,,,,,,,,,,,,,,,,,,,,,95.81850835203493,68.74897652931033,210.27557339548503,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,12.0,0.0,0.0,253.0,6.0,43.0,7978.0,0.0,350.0030000000999,0.0,0.0,1240.5136721134186,,,,,,,,,,,,,,,,,,,,,149.94927312595274,81.65421289601808,288.4089015716568,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,12.0,0.0,0.0,287.0,7.0,34.0,8012.0,0.0,420.00400000009995,0.0,0.0,1243.0019249916077,,,,,,,,,,,,,,,,,,,,,187.46273279911992,136.19059493613747,359.8653240892922,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,12.0,0.0,0.0,339.0,8.0,52.0,8064.0,0.0,440.00800000009997,0.0,0.0,1246.84912109375,,,,,,,,,,,,,,,,,,,,,177.6091754266962,107.62443164287674,351.1628573517353,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,12.0,0.0,0.0,383.0,9.0,44.0,8108.0,0.0,380.0030000000999,0.0,0.0,1250.0280284881592,,,,,,,,,,,,,,,,,,,,,149.69680996062877,102.69781495583402,317.3094986034579,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,12.0,0.0,0.0,440.0,10.0,57.0,8165.0,0.0,520.0050000000999,0.0,0.0,1254.1958906650543,,,,,,,,,,,,,,,,,,,,,218.80867873639704,106.77098281309162,399.27682133369046,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,12.0,0.0,0.0,473.0,11.0,33.0,8198.0,0.0,325.00200000009994,0.0,0.0,1256.7021567821503,,,,,,,,,,,,,,,,,,,,,148.5971754987899,82.53682628006737,278.75245665201936,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,12.0,0.0,0.0,502.0,12.0,29.0,8227.0,0.0,230.00200000019998,0.0,0.0,1259.2037308216095,,,,,,,,,,,,,,,,,,,,,89.09425960789756,68.59483967360394,206.22693405445418,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,12.0,0.0,0.0,550.0,13.0,48.0,8275.0,0.0,300.0040000001,0.0,0.0,1262.6572885513306,,,,,,,,,,,,,,,,,,,,,113.68897232851934,68.03976755439466,247.91241745698042,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,12.0,0.0,0.0,583.0,14.0,33.0,8308.0,0.0,270.0030000000999,0.0,0.0,1265.2463917732239,,,,,,,,,,,,,,,,,,,,,105.67443215959722,78.33851715285802,237.5054923105382,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,12.0,0.0,0.0,616.0,15.0,33.0,8341.0,0.0,300.0040000000999,0.0,0.0,1267.7259228229523,,,,,,,,,,,,,,,,,,,,,128.6781984518154,81.68143450166572,260.14161061717255,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,13.0,0.0,0.0,16.0,1.0,16.0,8357.0,0.0,115.00200000010001,0.0,0.0,1309.2945353984833,,,,,,,,,,,,,,,,,,,,,44.01440443559262,37.147177545756634,109.0501972630355,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,13.0,0.0,0.0,46.0,2.0,30.0,8387.0,0.0,250.00200000019998,0.0,0.0,1311.5875041484833,,,,,,,,,,,,,,,,,,,,,100.27506603725004,73.18976505380532,222.14088907982313,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,13.0,0.0,0.0,79.0,3.0,33.0,8420.0,0.0,320.00299999999993,0.0,0.0,1314.22785115242,,,,,,,,,,,,,,,,,,,,,145.11383610019885,81.42551267064361,274.8640748352871,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,13.0,0.0,0.0,103.0,4.0,24.0,8444.0,0.0,135.0060000002,0.0,0.0,1316.1311316490173,,,,,,,,,,,,,,,,,,,,,40.271248579567185,42.913359358358655,126.60697004151903,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,13.0,0.0,0.0,149.0,5.0,46.0,8490.0,0.0,425.0039999999999,0.0,0.0,1319.7501385211945,,,,,,,,,,,,,,,,,,,,,177.76508485826463,104.51015727019215,346.6990514799982,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,13.0,0.0,0.0,187.0,6.0,38.0,8528.0,0.0,315.00200000009994,0.0,0.0,1322.8665051460266,,,,,,,,,,,,,,,,,,,,,125.62331588545304,84.56273447617288,269.9647878420483,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,13.0,0.0,0.0,216.0,7.0,29.0,8557.0,0.0,265.00100000009996,0.0,0.0,1325.0542833805084,,,,,,,,,,,,,,,,,,,,,125.16577633906523,61.81611949090124,231.0130554159303,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,13.0,0.0,0.0,247.0,8.0,31.0,8588.0,0.0,270.00200000009994,0.0,0.0,1327.405874490738,,,,,,,,,,,,,,,,,,,,,112.1223144093842,76.61539255676813,237.62028538706141,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,13.0,0.0,0.0,278.0,9.0,31.0,8619.0,0.0,255.0020000001,0.0,0.0,1329.7432146072388,,,,,,,,,,,,,,,,,,,,,111.78506351560652,62.16161710401704,222.57437405076962,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,13.0,0.0,0.0,315.0,10.0,37.0,8656.0,0.0,265.00200000009994,0.0,0.0,1332.5649363994598,,,,,,,,,,,,,,,,,,,,,104.84125175399336,66.8317141358667,228.49569378901253,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,13.0,0.0,0.0,333.0,11.0,18.0,8674.0,0.0,130.0020000001,0.0,0.0,1334.1759541034698,,,,,,,,,,,,,,,,,,,,,49.564594469747384,41.187808736330915,122.30340706620753,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,13.0,0.0,0.0,392.0,12.0,59.0,8733.0,0.0,540.0030000001,0.0,0.0,1338.3742797374725,,,,,,,,,,,,,,,,,,,,,220.37256333333244,119.14363026219833,414.12443195296333,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,13.0,0.0,0.0,474.0,13.0,82.0,8815.0,0.0,645.0160000000997,0.0,0.0,1344.212955236435,,,,,,,,,,,,,,,,,,,,,232.42821492252574,135.59162585437753,459.0150139026554,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,13.0,0.0,0.0,507.0,14.0,33.0,8848.0,0.0,310.0030000000999,0.0,0.0,1346.8475694656372,,,,,,,,,,,,,,,,,,,,,136.78462171133629,81.78450340729736,267.5394695306656,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,13.0,0.0,0.0,565.0,15.0,58.0,8906.0,0.0,405.01000000009975,0.0,0.0,1350.9782192707062,,,,,,,,,,,,,,,,,,,,,138.8748229385557,98.52761013093601,327.7400027229673,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,14.0,0.0,0.0,21.0,1.0,21.0,8927.0,0.0,145.0030000001,0.0,0.0,1391.4997367858887,,,,,,,,,,,,,,,,,,,,,52.466255405828306,45.57807804874259,135.33847107563236,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,14.0,0.0,0.0,63.0,2.0,42.0,8969.0,0.0,355.0030000000999,0.0,0.0,1394.5969052314758,,,,,,,,,,,,,,,,,,,,,138.43364567493728,97.68425890896985,299.8594634511377,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,14.0,0.0,0.0,91.0,3.0,28.0,8997.0,0.0,400.0040000000999,0.0,0.0,1396.7719614505768,,,,,,,,,,,,,,,,,,,,,212.11897282179513,118.52479492968483,344.0511996060579,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,14.0,0.0,0.0,151.0,4.0,60.0,9057.0,0.0,520.0040000001,0.0,0.0,1401.1344213485718,,,,,,,,,,,,,,,,,,,,,204.70958985441715,119.36992402914993,401.1901475630804,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,14.0,0.0,0.0,186.0,5.0,35.0,9092.0,0.0,260.0090000001,0.0,0.0,1403.8765242099762,,,,,,,,,,,,,,,,,,,,,98.40179370328764,70.58004537015981,227.84684061004975,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,14.0,0.0,0.0,231.0,6.0,45.0,9137.0,0.0,390.00200000009994,0.0,0.0,1407.1254892349243,,,,,,,,,,,,,,,,,,,,,158.85947739765405,98.76287318887704,321.732560778945,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,14.0,0.0,0.0,252.0,7.0,21.0,9158.0,0.0,190.0030000001,0.0,0.0,1408.8645389080048,,,,,,,,,,,,,,,,,,,,,86.12128539498683,55.13300944591581,173.65407077490175,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,14.0,0.0,0.0,287.0,8.0,35.0,9193.0,0.0,290.0039999999999,0.0,0.0,1411.483458518982,,,,,,,,,,,,,,,,,,,,,113.85987105414955,83.02009522364371,252.67984356671468,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,14.0,0.0,0.0,356.0,9.0,69.0,9262.0,0.0,595.0020000001,0.0,0.0,1416.6464927196503,,,,,,,,,,,,,,,,,,,,,220.19034482648584,139.1051449652146,447.54612330285306,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,14.0,0.0,0.0,383.0,10.0,27.0,9289.0,0.0,265.00200000009994,0.0,0.0,1418.7441048622131,,,,,,,,,,,,,,,,,,,,,123.77610966443099,70.01349231333488,233.9216670613167,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,14.0,0.0,0.0,432.0,11.0,49.0,9338.0,0.0,390.0050000001,0.0,0.0,1422.3746869564056,,,,,,,,,,,,,,,,,,,,,153.0518708016055,96.86254056858131,318.19149829021535,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,14.0,0.0,0.0,513.0,12.0,81.0,9419.0,0.0,545.0140000000997,0.0,0.0,1428.0562527179718,,,,,,,,,,,,,,,,,,,,,191.79580375387758,103.57907003847352,393.59535248430205,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,14.0,0.0,0.0,552.0,13.0,39.0,9458.0,0.0,320.00200000009994,0.0,0.0,1431.0940396785736,,,,,,,,,,,,,,,,,,,,,126.76385164139624,85.16952935918141,273.2970685454095,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,14.0,0.0,0.0,597.0,14.0,45.0,9503.0,0.0,275.0030000000999,0.0,0.0,1434.3380115032196,,,,,,,,,,,,,,,,,,,,,98.9359328928488,67.50483153968759,232.80992949325042,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,14.0,0.0,0.0,645.0,15.0,48.0,9551.0,0.0,350.0030000000999,0.0,0.0,1437.8441393375397,,,,,,,,,,,,,,,,,,,,,137.71344668966185,84.67357807809508,286.7682278677396,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,15.0,0.0,0.0,40.0,1.0,40.0,9591.0,0.0,390.00200000009994,0.0,0.0,1484.921352148056,,,,,,,,,,,,,,,,,,,,,172.79499164152918,95.48141274024916,324.1252559025134,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,15.0,0.0,0.0,67.0,2.0,27.0,9618.0,0.0,240.00500000000002,0.0,0.0,1487.0146217346191,,,,,,,,,,,,,,,,,,,,,103.67317228877958,68.39345990397888,214.15479139598932,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,15.0,0.0,0.0,139.0,3.0,72.0,9690.0,0.0,615.0010000002001,0.0,0.0,1492.531091451645,,,,,,,,,,,,,,,,,,,,,229.20689129298782,134.64061096339378,454.5172103729785,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,15.0,0.0,0.0,181.0,4.0,42.0,9732.0,0.0,495.0030000000999,0.0,0.0,1495.725962638855,,,,,,,,,,,,,,,,,,,,,201.4876068612566,157.5766291055806,414.52343951350724,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,15.0,0.0,0.0,234.0,5.0,53.0,9785.0,0.0,410.0110000000997,0.0,0.0,1499.6699097156525,,,,,,,,,,,,,,,,,,,,,150.01057999871443,103.15625840409952,333.8438309098801,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,15.0,0.0,0.0,263.0,6.0,29.0,9814.0,0.0,215.0020000001,0.0,0.0,1501.956274986267,,,,,,,,,,,,,,,,,,,,,85.8260776276467,58.954052350509876,192.03276513947716,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,15.0,0.0,0.0,278.0,7.0,15.0,9829.0,0.0,105.00200000010001,0.0,0.0,1503.3214359283447,,,,,,,,,,,,,,,,,,,,,39.67868491376309,34.221799571405526,100.05070430609646,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,15.0,0.0,0.0,302.0,8.0,24.0,9853.0,0.0,185.00400000000002,0.0,0.0,1505.320833683014,,,,,,,,,,,,,,,,,,,,,71.34010076996196,57.0553082697898,169.57815738910006,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,15.0,0.0,0.0,321.0,9.0,19.0,9872.0,0.0,130.0030000001,0.0,0.0,1506.8440403938293,,,,,,,,,,,,,,,,,,,,,46.95680258312586,41.588971689074185,122.30425000940006,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,15.0,0.0,0.0,353.0,10.0,32.0,9904.0,0.0,235.0020000001,0.0,0.0,1509.4161326885223,,,,,,,,,,,,,,,,,,,,,93.05038392157005,62.64255263067546,207.2988658032298,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,15.0,0.0,0.0,372.0,11.0,19.0,9923.0,0.0,135.00200000019998,0.0,0.0,1511.043298482895,,,,,,,,,,,,,,,,,,,,,49.94580339995402,43.32587068310948,126.78009833758456,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,15.0,0.0,0.0,405.0,12.0,33.0,9956.0,0.0,265.0030000000999,0.0,0.0,1513.6277558803558,,,,,,,,,,,,,,,,,,,,,102.30808912019035,77.18005618935833,233.5771016065021,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,15.0,0.0,0.0,424.0,13.0,19.0,9975.0,0.0,135.00200000019998,0.0,0.0,1515.226578950882,,,,,,,,,,,,,,,,,,,,,49.94580339995402,43.32587068310948,126.78009833758456,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,15.0,0.0,0.0,470.0,14.0,46.0,10021.0,0.0,315.0100000001,0.0,0.0,1519.2246198654175,,,,,,,,,,,,,,,,,,,,,121.95168931543725,68.00570109272336,261.5274978939381,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,15.0,0.0,0.0,519.0,15.0,49.0,10070.0,0.0,500.00100000009996,0.0,0.0,1522.9402527809143,,,,,,,,,,,,,,,,,,,,,221.79500702627269,111.73574477401664,395.2741884416427,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,16.0,0.0,0.0,24.0,1.0,24.0,10094.0,0.0,250.0010000001,0.0,0.0,1568.2446918487549,,,,,,,,,,,,,,,,,,,,,123.69766865384959,63.8074217079188,222.5389490133091,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,16.0,0.0,0.0,51.0,2.0,27.0,10121.0,0.0,270.00100000019995,0.0,0.0,1570.31982254982,,,,,,,,,,,,,,,,,,,,,127.29881596836621,71.25816754263202,238.01042392802125,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,16.0,0.0,0.0,88.0,3.0,37.0,10158.0,0.0,260.0090000000999,0.0,0.0,1573.0423822402954,,,,,,,,,,,,,,,,,,,,,97.03084120016015,70.80207030847144,226.37130177377838,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,16.0,0.0,0.0,110.0,4.0,22.0,10180.0,0.0,165.00200000019998,0.0,0.0,1574.755639076233,,,,,,,,,,,,,,,,,,,,,62.788879044130105,51.69655705934358,152.71560263685996,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,16.0,0.0,0.0,151.0,5.0,41.0,10221.0,0.0,330.00599999999986,0.0,0.0,1577.8519988059998,,,,,,,,,,,,,,,,,,,,,123.65536976577104,94.02761119209441,282.128584238418,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,16.0,0.0,0.0,204.0,6.0,53.0,10274.0,0.0,370.00100000019995,0.0,0.0,1581.6998715400696,,,,,,,,,,,,,,,,,,,,,142.06019689639862,85.07075685519932,297.68595519707935,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,16.0,0.0,0.0,264.0,7.0,60.0,10334.0,0.0,545.0059999999999,0.0,0.0,1586.0178809165955,,,,,,,,,,,,,,,,,,,,,213.8170280522475,130.48992393484744,420.9250335036884,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,16.0,0.0,0.0,313.0,8.0,49.0,10383.0,0.0,555.0010000002001,0.0,0.0,1589.9366207122803,,,,,,,,,,,,,,,,,,,,,245.2741607664167,148.59376899092916,439.20874871177335,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,16.0,0.0,0.0,361.0,9.0,48.0,10431.0,0.0,520.0030000001,0.0,0.0,1593.4694554805756,,,,,,,,,,,,,,,,,,,,,227.1375039023153,138.21240018985105,415.12828093635216,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,16.0,0.0,0.0,423.0,10.0,62.0,10493.0,0.0,465.01000000009975,0.0,0.0,1597.8854639530182,,,,,,,,,,,,,,,,,,,,,162.58180575330957,112.89780230741161,367.88816205358387,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,16.0,0.0,0.0,488.0,11.0,65.0,10558.0,0.0,560.0020000001,0.0,0.0,1602.5884130001068,,,,,,,,,,,,,,,,,,,,,229.27668303371465,112.24350199705658,415.12338992746,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,16.0,0.0,0.0,504.0,12.0,16.0,10574.0,0.0,110.00300000010002,0.0,0.0,1603.9683721065521,,,,,,,,,,,,,,,,,,,,,40.187701897916625,36.267211398524495,104.61915928932657,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,16.0,0.0,0.0,539.0,13.0,35.0,10609.0,0.0,305.00200000009994,0.0,0.0,1606.539624929428,,,,,,,,,,,,,,,,,,,,,138.24394765162364,71.82084960483763,259.2087053757896,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,16.0,0.0,0.0,560.0,14.0,21.0,10630.0,0.0,195.0020000001,0.0,0.0,1608.223777770996,,,,,,,,,,,,,,,,,,,,,91.86695274514769,53.411710531637226,177.4847878016353,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,16.0,0.0,0.0,577.0,15.0,17.0,10647.0,0.0,115.00300000010002,0.0,0.0,1609.818725824356,,,,,,,,,,,,,,,,,,,,,41.42619559955633,37.496621285653646,109.0510573213893,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,17.0,0.0,0.0,16.0,1.0,16.0,10663.0,0.0,115.00200000010001,0.0,0.0,1652.313913345337,,,,,,,,,,,,,,,,,,,,,44.01440443559262,37.147177545756634,109.0501972630355,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,17.0,0.0,0.0,52.0,2.0,36.0,10699.0,0.0,345.0020000001999,0.0,0.0,1655.1398849487305,,,,,,,,,,,,,,,,,,,,,152.29936128647907,89.15451717295085,293.1052827647146,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
